ID,Country,health_sys_id,Health system name,Health system city,Health system State,Health system StateName,Total N of physicians,Total N of nurse practitioners,Total N of physician assistants,Total N of outpatient centers,Total N of hospitals,Total N of system-affiliated nursing homes,Multistate system flag0,Multistate system flag,N of beds per system,N of discharges per system,Degree to which health systems serves children0,Degree to which health systems serves children,Systemwide teaching intensity0,Systemwide teaching intensity,System MA plan enrollment,System ownership type0,System ownership type,Hospital Net Revenue,Hospital Total Revenue,in_onekey,in_aha,onekey_id,aha_sysid,prim_care_mds,acutehosp_cnt,sys_res,sys_incl_majteachhosp,sys_incl_vmajteachhosp,sys_incl_highdpphosp,sys_highucburden,sys_incl_highuchosp,sys_anyins_product,sys_mcare_adv,sys_mcaid_mngcare,sys_healthins_mktplc,sys_ma_plan_contracts
277,US,HSI00000473,Hennepin Healthcare,Minneapolis,MN,Minnesota,572,191,100,29,1,0,1,system hospitals located in one state,335,13847,0,no children’s hospitals,2,major teaching,0,3,public/government,1194466000,3134801000,1,0,17773314,,219,1,286.74,1,1,1,0,0,0,,,,
278,US,HSI00001218,Valley Health System,Ridgewood,NJ,New Jersey,349,138,48,83,1,0,1,system hospitals located in one state,385,22473,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,951820220,3122088230,1,0,17773351,,106,1,0,0,0,0,0,0,0,0,0,0,
279,US,HSI00000616,MarinHealth,Greenbrae,CA,California,223,64,24,39,1,0,1,system hospitals located in one state,310,9068,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,478861740,3110752143,1,0,18389294,,65,1,0,0,0,0,0,0,0,0,0,0,
280,US,HSI00000307,Denver Health and Hospital Authority,Denver,CO,Colorado,606,179,163,63,1,0,1,system hospitals located in one state,393,17495,0,no children’s hospitals,2,major teaching,4710,3,public/government,1055618441,3110397108,1,0,17837665,,250,1,205.81,1,0,1,0,0,1,1,1,1,H5608
281,US,HSI00000098,Beacon Health System,South Bend,IN,Indiana,505,201,52,79,5,1,3,system hospitals located in 3 or more states,716,29860,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,1019799809,3102668260,1,1,18162616,0940,188,4,27.25,0,0,1,0,0,0,0,0,0,
282,US,HSI00000036,Ann and Robert H Lurie Childrens Hospital of Chicago,Chicago,IL,Illinois,1309,325,37,24,1,0,1,system hospitals located in one state,364,10002,2,predominantly delivering care at children’s hospitals,2,major teaching,0,1,nonprofit,1039410390,3091601985,1,0,17773934,,653,1,287.86,1,1,0,0,0,0,0,0,0,
283,US,HSI00000273,Cook Childrens Health Care System,Fort Worth,TX,Texas,476,143,41,92,1,0,1,system hospitals located in one state,423,10851,2,predominantly delivering care at children’s hospitals,1,minor teaching,0,1,nonprofit,1507132574,3082304898,1,0,18192710,,227,1,14.41,0,0,0,0,0,1,0,1,1,
284,US,HSI00000954,San Antonio Regional Hospital,Upland,CA,California,86,13,17,7,1,0,1,system hospitals located in one state,363,14941,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,424655877,3080369725,1,0,18294896,,29,1,0,0,0,0,1,0,0,0,0,0,
285,US,HSI00000143,Bryan Health,Lincoln,NE,Nebraska,188,124,96,34,7,0,1,system hospitals located in one state,694,28305,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,1039570188,3036783670,1,1,17773463,0400,82,6,19.44,0,0,0,0,0,0,0,0,0,
286,US,HSI00001154,University Hospital,Newark,NJ,New Jersey,703,119,24,23,2,1,1,system hospitals located in one state,358,16404,0,no children’s hospitals,2,major teaching,0,3,public/government,622355000,3023091000,1,0,17774129,,148,1,306,1,1,1,1,0,0,0,0,0,
287,US,HSI00000428,Gundersen Health System,La Crosse,WI,Wisconsin,571,283,213,79,8,5,3,system hospitals located in 3 or more states,416,16410,0,no children’s hospitals,1,minor teaching,30808,1,nonprofit,934627953,3012554098,1,0,17774093,,185,8,79.78,1,0,0,0,1,1,0,0,0,H5262; H9834
288,US,HSI00000885,Riverside University Health System,Moreno Valley,CA,California,275,60,48,22,1,0,1,system hospitals located in one state,423,21502,0,no children’s hospitals,2,major teaching,0,3,public/government,804664967,3010227444,1,0,18389447,,121,1,151.55,1,0,1,1,1,0,0,0,0,
289,US,HSI00000682,MyMichigan Health,Midland,MI,Michigan,477,170,157,123,7,0,1,system hospitals located in one state,594,28694,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,1157032705,3009172877,1,1,17773325,0001,216,7,35.56,0,0,0,0,0,1,0,0,0,
290,US,HSI00001055,TMC Healthcare,Tucson,AZ,Arizona,224,140,46,42,3,0,1,system hospitals located in one state,545,37370,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,790031337,2980350405,1,0,18154490,,94,3,44.01,0,0,0,1,1,0,0,0,0,
291,US,HSI00000868,Monument Health,Rapid City,SD,South Dakota,360,165,108,33,10,2,2,system hospitals located in two states,521,21573,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,986221603,2979619411,1,1,17848010,8495,143,9,16.8,0,0,0,0,0,0,0,0,0,
292,US,HSI00001250,West Tennessee Healthcare,Jackson,TN,Tennessee,247,157,22,63,8,0,1,system hospitals located in one state,856,31066,0,no children’s hospitals,1,minor teaching,0,3,public/government,873224964,2942782846,1,1,17773356,0004,104,7,28.61,0,0,0,1,1,0,0,0,0,
293,US,HSI00001382,AnMed Health,Anderson,SC,South Carolina,350,99,22,64,2,0,1,system hospitals located in one state,409,18191,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,622482743,2869234993,1,1,18248081,0389,176,2,33.5,0,0,0,0,0,1,0,0,0,
294,US,HSI00000381,Freeman Health System,Joplin,MO,Missouri,274,105,17,66,2,0,1,system hospitals located in one state,376,15797,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,613394382,2790476477,1,1,17818069,0271,78,2,35.63,0,0,0,0,1,0,0,0,0,
295,US,HSI00000283,Cottage Health System,Santa Barbara,CA,California,206,40,18,39,4,0,1,system hospitals located in one state,406,17922,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,913755228,2777401765,1,1,17773307,0103,52,3,70.61,0,0,0,1,0,0,0,0,0,
296,US,HSI00001341,Parkview Medical Center,Pueblo,CO,Colorado,208,36,33,27,1,0,1,system hospitals located in one state,268,15396,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,495277911,2771358653,1,0,21207714,,80,1,60.61,0,0,0,0,0,0,0,0,0,
297,US,HSI00000430,Guthrie Healthcare System,Sayre,PA,Pennsylvania,534,193,98,54,5,2,2,system hospitals located in two states,426,21398,0,no children’s hospitals,2,major teaching,0,1,nonprofit,726594262,2756014608,1,1,17844593,0675,186,5,111.89,1,0,0,0,1,0,0,0,0,
298,US,HSI00001275,Yuma Regional Medical Center,Yuma,AZ,Arizona,207,76,29,21,1,0,1,system hospitals located in one state,406,12394,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,670779228,2753012966,1,0,18388031,,72,1,24,0,0,0,1,1,1,1,,,
299,US,HSI00001125,UNM Health System,Albuquerque,NM,New Mexico,1199,371,151,67,2,0,1,system hospitals located in one state,532,26729,0,no children’s hospitals,2,major teaching,0,3,public/government,1430713043,2734901969,1,1,18147735,0021,499,2,475.67,1,1,1,0,0,0,0,0,0,
300,US,HSI00001039,Stormont Vail Health,Topeka,KS,Kansas,348,225,61,43,1,0,1,system hospitals located in one state,438,20904,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,824980010,2729208790,1,0,17837007,,126,1,0,0,0,0,0,0,0,0,0,0,
301,US,HSI00000451,Harris Health System,Bellaire,TX,Texas,511,147,112,39,1,1,1,system hospitals located in one state,580,22580,0,no children’s hospitals,2,major teaching,0,3,public/government,811561101,2716748179,1,0,18956747,,249,1,636.96,1,1,1,1,1,1,1,1,1,
302,US,HSI00000466,Healthcare Authority for Baptist Health,Montgomery,AL,Alabama,233,123,11,37,3,0,1,system hospitals located in one state,568,29103,0,no children’s hospitals,1,minor teaching,0,3,public/government,814959473,2693373376,1,1,17773622,0150,91,3,40.72,0,0,1,0,0,0,0,0,0,
303,US,HSI00001423,Pikeville Medical Center,Pikeville,KY,Kentucky,175,78,15,17,1,0,1,system hospitals located in one state,328,9804,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,555145349,2668815308,1,0,25633793,,57,1,5.98,0,0,0,0,0,0,0,0,0,
304,US,HSI00000349,Eskenazi Health,Indianapolis,IN,Indiana,317,145,23,25,1,0,1,system hospitals located in one state,314,15269,0,no children’s hospitals,2,major teaching,0,3,public/government,562343277,2639205040,1,0,18294507,,158,1,208.94,1,1,1,1,0,0,,,,
305,US,HSI00001004,Southcoast Health System,New Bedford,MA,Massachusetts,513,196,92,99,1,0,1,system hospitals located in one state,641,27594,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,845401020,2600712610,1,0,17773498,,179,1,0,0,0,0,0,0,0,0,0,0,
306,US,HSI00000423,Garnet Health,Middletown,NY,New York,211,73,53,26,3,0,1,system hospitals located in one state,420,21415,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,666945846,2576205540,1,1,18402576,0144,57,3,89.46,1,0,0,0,1,0,0,0,0,
307,US,HSI00001104,TriHealth,Cincinnati,OH,Ohio,909,266,82,220,3,0,1,system hospitals located in one state,458,25356,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,843578449,2565062638,1,0,17774125,,367,2,45.84,0,0,0,0,0,1,0,0,0,
308,US,HSI00000615,Valleywise Health,Phoenix,AZ,Arizona,371,114,52,16,1,0,1,system hospitals located in one state,305,13185,0,no children’s hospitals,2,major teaching,0,3,public/government,494650062,2562415381,1,0,17773645,,114,1,205.96,1,1,1,1,1,0,0,0,0,
309,US,HSI00000540,Kaweah Delta Health Care District,Visalia,CA,California,247,61,39,27,1,2,1,system hospitals located in one state,430,21588,0,no children’s hospitals,2,major teaching,0,3,public/government,661550878,2552796953,1,0,18361428,,62,1,119.9,1,0,1,0,0,1,1,0,0,
310,US,HSI00000441,Halifax Health,Daytona Beach,FL,Florida,249,124,29,36,2,0,1,system hospitals located in one state,559,25564,0,no children’s hospitals,1,minor teaching,0,3,public/government,613202240,2538818729,1,0,17773942,,112,2,24.81,0,0,0,1,1,0,0,0,0,
311,US,HSI00000743,Norman Regional Health System,Norman,OK,Oklahoma,184,83,35,52,1,0,1,system hospitals located in one state,322,14274,0,no children’s hospitals,1,minor teaching,0,3,public/government,517696972,2509818712,1,0,18198813,,45,1,20.85,0,0,0,0,0,0,0,0,0,
312,US,HSI00000949,Salinas Valley Memorial Healthcare System,Salinas,CA,California,212,27,78,40,1,0,1,system hospitals located in one state,240,12372,0,no children’s hospitals,0,nonteaching,0,3,public/government,588814062,2497891083,1,0,17997766,,61,1,0,0,0,1,1,1,1,1,0,0,
313,US,HSI00000823,Phoebe Putney Health Systems,Albany,GA,Georgia,281,118,36,58,5,1,1,system hospitals located in one state,478,20299,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,763576654,2482944518,1,1,17774110,0314,114,5,22.35,0,0,0,1,1,0,0,0,0,
314,US,HSI00000056,Kings Daughters Medical Center,Ashland,KY,Kentucky,224,171,37,67,2,1,2,system hospitals located in two states,377,18294,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,578429346,2479306247,1,0,18179104,,68,2,0,0,0,1,0,0,0,0,0,0,
315,US,HSI00000288,Covenant Medical Center,Saginaw,MI,Michigan,506,102,30,73,1,1,1,system hospitals located in one state,464,21316,0,no children’s hospitals,1,minor teaching,0,2,church-operated,685295627,2474894056,1,0,18184080,,178,1,79.49,0,0,0,0,0,1,1,0,0,
316,US,HSI00000171,Caromont Health System,Gastonia,NC,North Carolina,254,123,59,67,1,1,1,system hospitals located in one state,396,22154,0,no children’s hospitals,0,nonteaching,239,1,nonprofit,619357809,2463745605,1,0,18192623,,71,1,0,0,0,0,0,0,0,0,0,0,H4235
317,US,HSI00000053,Arrowhead Regional Medical Center,Colton,CA,California,370,59,92,6,1,0,1,system hospitals located in one state,366,17689,0,no children’s hospitals,2,major teaching,0,3,public/government,390907095,2413020589,1,0,18200674,,148,1,186.54,1,0,1,1,1,0,0,0,0,
318,US,HSI00000226,Emanate Health,Covina,CA,California,115,19,44,14,3,1,1,system hospitals located in one state,586,24989,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,634483614,2395023566,1,1,17773304,0101,49,3,26.76,0,0,1,0,1,1,0,0,0,
319,US,HSI00000678,Nicklaus Childrens Health System,Miami,FL,Florida,409,216,35,33,1,0,1,system hospitals located in one state,259,10029,2,predominantly delivering care at children’s hospitals,2,major teaching,0,1,nonprofit,769283946,2387879352,1,0,21472778,,208,1,124.11,1,0,0,0,0,0,0,0,0,
320,US,HSI00000353,EvergreenHealth,Kirkland,WA,Washington,402,87,65,62,2,0,1,system hospitals located in one state,330,20027,0,no children’s hospitals,0,nonteaching,0,3,public/government,836249349,2383208047,1,0,18159338,,136,2,0,0,0,0,0,1,1,1,1,1,
321,US,HSI00000847,Prohealth Care,Waukesha,WI,Wisconsin,385,144,56,54,3,0,1,system hospitals located in one state,333,14717,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,670664133,2380835859,1,1,18140769,0153,167,2,18.42,0,0,0,0,0,,,,,
322,US,HSI00000975,Shannon Health System,San Angelo,TX,Texas,244,95,25,48,2,1,1,system hospitals located in one state,404,16401,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,610626737,2367190338,1,0,17829265,,91,2,0,0,0,0,0,0,0,0,0,0,
323,US,HSI00000165,Capital Region Health Care,Concord,NH,New Hampshire,407,189,110,79,3,0,1,system hospitals located in one state,317,13180,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,714470062,2358005583,1,0,17773627,,167,3,27.43,0,0,0,0,0,0,0,0,0,
324,US,HSI00000748,North Kansas City Hospital,North Kansas City,MO,Missouri,337,79,20,46,1,0,1,system hospitals located in one state,383,17430,0,no children’s hospitals,0,nonteaching,0,3,public/government,608586019,2345591861,1,0,18289564,,103,1,0,0,0,0,0,0,0,0,0,0,
325,US,HSI00000211,Akron Childrens Hospital,Akron,OH,Ohio,389,245,35,92,1,0,1,system hospitals located in one state,601,11016,2,predominantly delivering care at children’s hospitals,1,minor teaching,0,1,nonprofit,1040487478,2330943077,1,0,18289807,,204,1,122.26,0,0,0,0,0,1,,1,,
326,US,HSI00001443,Montage Health,Monterey,CA,California,202,38,5,21,1,1,1,system hospitals located in one state,227,11893,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,724208637,2328548685,1,0,26004771,,53,1,0,0,0,0,1,0,1,1,0,0,
327,US,HSI00000725,Nemours Childrens Health,Jacksonville,FL,Florida,935,308,118,74,2,0,2,system hospitals located in two states,337,10550,2,predominantly delivering care at children’s hospitals,2,major teaching,0,1,nonprofit,877345522,2326683611,1,1,17777268,0892,344,2,171.09,1,1,0,0,0,0,0,0,0,
328,US,HSI00001239,Washington Hospital Healthcare System,Fremont,CA,California,137,15,23,31,1,0,1,system hospitals located in one state,385,9819,0,no children’s hospitals,0,nonteaching,0,3,public/government,516119936,2324225802,1,0,18287490,,39,1,0,0,0,0,1,0,0,0,0,0,
329,US,HSI00000947,Salem Health Hospitals and Clinics,Salem,OR,Oregon,249,76,34,26,2,0,1,system hospitals located in one state,478,22606,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,883915293,2323159043,1,1,18293864,0403,84,2,0,0,0,0,0,1,0,0,0,0,
330,US,HSI00000672,Methodist Health System,Omaha,NE,Nebraska,479,185,85,72,3,1,2,system hospitals located in two states,533,26713,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,877152453,2315721592,1,1,17773812,9265,162,3,19.09,0,0,0,0,0,1,1,,1,
331,US,HSI00000094,Bayhealth,Dover,DE,Delaware,297,82,57,80,2,0,1,system hospitals located in one state,388,20783,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,829151103,2313848058,1,0,17834336,,103,2,19.68,0,0,0,0,0,0,0,0,0,
332,US,HSI00001009,Southern Illinois Healthcare,Carbondale,IL,Illinois,210,100,60,44,4,1,1,system hospitals located in one state,285,15341,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,635102143,2294680397,1,1,17837006,4175,65,4,13.01,0,0,0,1,1,0,0,0,0,
333,US,HSI00000338,Solutionhealth,Manchester,NH,New Hampshire,534,237,130,114,2,0,1,system hospitals located in one state,332,18155,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,804666562,2286183862,1,1,17773940,1042,182,2,4.16,0,0,0,0,0,0,0,0,0,
334,US,HSI00001430,Catholic Health Systems,Buffalo,NY,New York,799,163,200,59,6,5,1,system hospitals located in one state,1144,41117,0,no children’s hospitals,1,minor teaching,0,2,church-operated,976969559,2284647675,1,1,18234138,0234,248,6,76.85,0,0,1,0,0,1,,,,
335,US,HSI00000951,Samaritan Health Services,Corvallis,OR,Oregon,667,89,104,96,5,0,1,system hospitals located in one state,302,13970,0,no children’s hospitals,2,major teaching,6299,1,nonprofit,1068799387,2269286179,1,1,18149568,0186,296,5,85.33,1,0,0,0,0,1,1,1,0,H3811
336,US,HSI00001138,United Health Services,Binghamton,NY,New York,284,163,79,73,3,2,1,system hospitals located in one state,477,13933,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,822784585,2231994968,1,1,17773975,0288,133,3,79.31,0,0,0,0,0,0,0,0,0,
337,US,HSI00001217,Valley Health,Winchester,VA,Virginia,357,179,109,82,6,4,2,system hospitals located in two states,590,28209,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,979842879,2194601612,1,1,17773523,0128,125,6,16.72,0,0,0,0,1,0,0,0,0,
338,US,HSI00000920,Saint Francis Healthcare System,Cape Girardeau,MO,Missouri,207,136,16,41,1,0,1,system hospitals located in one state,282,8135,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,509388265,2194034046,1,0,18388289,,66,1,0,0,0,0,0,0,0,0,0,0,
339,US,HSI00000065,Aultman Health Foundation,Canton,OH,Ohio,392,163,44,75,5,1,1,system hospitals located in one state,440,21538,0,no children’s hospitals,1,minor teaching,14545,1,nonprofit,744479259,2182169435,1,1,17774075,0859,140,3,85.24,0,0,0,0,0,1,1,0,1,H3664
340,US,HSI00000697,Mohawk Valley Health System,Utica,NY,New York,267,114,64,72,2,1,1,system hospitals located in one state,441,18275,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,556683180,2156009290,1,0,17815271,,115,2,39.57,0,0,0,0,0,1,,1,,
341,US,HSI00000933,Saint Lukes Episcopal Presbyterian Hospital,Chesterfield,MO,Missouri,411,109,19,61,2,1,1,system hospitals located in one state,478,15399,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,600180830,2148668489,1,1,18290218,0140,185,2,54.34,0,0,0,0,0,0,0,0,0,
342,US,HSI00000802,Owensboro Health,Owensboro,KY,Kentucky,252,131,50,61,3,2,1,system hospitals located in one state,398,16237,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,724983014,2147881766,1,1,18289417,0982,81,3,6.72,0,0,0,0,0,0,0,0,0,
343,US,HSI00000761,Northern Arizona Healthcare,Flagstaff,AZ,Arizona,278,80,33,36,2,0,1,system hospitals located in one state,329,15978,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,670979850,2133202605,1,1,17845402,0281,73,2,16,0,0,1,1,0,0,0,0,0,
344,US,HSI00000117,Blessing Health System,Quincy,IL,Illinois,231,107,6,51,2,1,1,system hospitals located in one state,334,13310,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,555516104,2132234715,1,0,17725373,,68,2,17.91,0,0,0,0,0,0,0,0,0,
345,US,HSI00000749,North Memorial Health,Robbinsdale,MN,Minnesota,233,81,105,37,2,0,1,system hospitals located in one state,476,26505,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,820864162,2132028723,1,1,17773491,0887,112,2,30.18,0,0,0,0,0,1,1,1,,
346,US,HSI00001457,San Joaquin County Clinics,French Camp,CA,California,180,35,13,9,1,0,1,system hospitals located in one state,206,10494,0,no children’s hospitals,2,major teaching,0,3,public/government,327170445,2121796242,1,0,26692505,,105,1,60.16,1,0,1,0,0,,,,,
347,US,HSI00000132,Boulder Community Health,Boulder,CO,Colorado,212,54,45,43,1,0,1,system hospitals located in one state,139,8061,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,418345593,2098780274,1,0,18352917,,70,1,0,0,0,0,0,0,0,0,0,0,
348,US,HSI00000207,Childrens Minnesota,Minneapolis,MN,Minnesota,420,354,28,44,2,0,1,system hospitals located in one state,400,15009,2,predominantly delivering care at children’s hospitals,1,minor teaching,0,1,nonprofit,965543497,2090194181,1,0,23066757,,239,2,57.24,0,0,0,0,0,,,,,
349,US,HSI00000008,Adena Health System,Chillicothe,OH,Ohio,329,147,25,58,4,0,1,system hospitals located in one state,284,10943,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,577692813,2086459102,1,1,17780403,0895,101,4,39.74,0,0,0,0,1,0,0,0,0,
350,US,HSI00000819,Penn Highlands Healthcare,Du Bois,PA,Pennsylvania,334,133,156,151,7,3,1,system hospitals located in one state,546,16608,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,716259233,2061075501,1,0,18382246,,107,7,19.95,0,0,0,0,0,0,0,0,0,
351,US,HSI00001005,Southeast Health,Dothan,AL,Alabama,183,45,17,18,1,0,1,system hospitals located in one state,353,18814,0,no children’s hospitals,1,minor teaching,0,3,public/government,427135423,2049778777,1,0,17773499,,79,1,42.36,0,0,0,0,0,,,,,
352,US,HSI00001497,Valley Childrens Healthcare,Madera,CA,California,280,68,19,6,1,0,1,system hospitals located in one state,358,10482,2,predominantly delivering care at children’s hospitals,1,minor teaching,0,1,nonprofit,1010116243,2048124678,1,0,29629391,,105,1,52.54,0,0,0,0,0,0,0,0,0,
353,US,HSI00001092,ThedaCare,Appleton,WI,Wisconsin,412,263,101,68,7,2,1,system hospitals located in one state,411,21333,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,857807446,2039949390,1,1,17836110,2445,189,7,10.21,0,0,0,0,0,,,,,
354,US,HSI00001436,Overlake Medical Center and Clinics,Bellevue,WA,Washington,286,61,43,42,1,0,1,system hospitals located in one state,296,13490,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,622204958,2039476965,1,0,18289901,,102,1,0,0,0,0,0,0,0,0,0,0,
355,US,HSI00000511,Infirmary Health System,Mobile,AL,Alabama,309,120,14,48,5,1,1,system hospitals located in one state,799,36178,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,661366823,2037489930,1,1,17773947,2025,120,4,11.19,0,0,0,0,1,,,,,
356,US,HSI00001137,Union Health,Terre Haute,IN,Indiana,243,118,29,40,2,0,1,system hospitals located in one state,283,15104,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,611989603,2035158737,1,0,18361667,,93,2,20.99,0,0,0,0,1,1,0,0,0,
357,US,HSI00000912,Saint Charles Health System,Bend,OR,Oregon,330,52,89,24,4,0,1,system hospitals located in one state,399,19068,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,798194041,2023118896,1,1,18956753,0250,98,4,0.38,0,0,0,1,1,0,0,0,0,
358,US,HSI00000161,Cape Cod Healthcare,Hyannis,MA,Massachusetts,477,140,61,78,2,1,1,system hospitals located in one state,320,20709,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,792473570,2019765616,1,1,17773299,0124,158,2,0,0,0,0,0,0,0,0,0,0,
359,US,HSI00001499,VHC Health,Arlington,VA,Virginia,207,43,47,8,1,0,1,system hospitals located in one state,336,19514,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,624352108,1986450178,1,0,29644654,,71,1,31.4,0,0,0,0,0,0,0,0,0,
360,US,HSI00000166,Care New England Health System,Providence,RI,Rhode Island,1352,210,80,68,3,0,1,system hospitals located in one state,570,22650,0,no children’s hospitals,2,major teaching,0,1,nonprofit,780490184,1977969409,1,1,17773628,0099,408,2,168.95,1,0,1,0,0,0,0,0,0,
361,US,HSI00001223,Ventura County Health Care Agency,Ventura,CA,California,357,49,28,45,1,0,1,system hospitals located in one state,272,12479,0,no children’s hospitals,1,minor teaching,0,3,public/government,525336016,1974206100,1,0,18360896,,208,1,43.18,0,0,1,0,0,0,0,0,0,
362,US,HSI00001061,Tanner Health System,Carrollton,GA,Georgia,223,86,20,50,4,0,2,system hospitals located in two states,283,15172,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,630887214,1968510653,1,1,18137145,0341,79,4,0,0,0,0,0,1,0,,,,
363,US,HSI00000751,North Oaks Health System,Hammond,LA,Louisiana,128,69,7,43,2,0,1,system hospitals located in one state,264,10719,0,no children’s hospitals,0,nonteaching,0,3,public/government,258835178,1950201058,1,1,17999452,0867,31,1,0,0,0,0,0,0,0,0,0,0,
364,US,HSI00000870,Regional One Health,Memphis,TN,Tennessee,161,108,18,20,2,0,1,system hospitals located in one state,291,13144,0,no children’s hospitals,2,major teaching,0,1,nonprofit,556176942,1946184455,1,0,18327717,,30,1,170.48,1,0,1,1,1,,,,,
365,US,HSI00001502,Antelope Valley Medical Center,Lancaster,CA,California,57,23,9,3,1,0,1,system hospitals located in one state,393,17950,0,no children’s hospitals,0,nonteaching,0,3,public/government,481358657,1945835763,1,0,29644796,,15,1,0,0,0,1,0,0,0,0,0,0,
366,US,HSI00000297,DCH Health System,Tuscaloosa,AL,Alabama,98,55,1,9,3,1,1,system hospitals located in one state,404,32245,0,no children’s hospitals,1,minor teaching,0,3,public/government,601901922,1927773117,1,1,17774091,1825,26,3,48.71,0,0,0,1,1,0,0,0,0,
367,US,HSI00001409,El Paso County Hospital District,El Paso,TX,Texas,106,76,10,15,1,0,1,system hospitals located in one state,290,15969,0,no children’s hospitals,2,major teaching,55,3,public/government,399196002,1920142881,1,0,24368480,,34,1,159.21,1,0,1,1,1,1,1,1,0,H3407
368,US,HSI00000371,Forrest Health,Hattiesburg,MS,Mississippi,145,115,8,34,8,3,1,system hospitals located in one state,654,22979,0,no children’s hospitals,1,minor teaching,0,3,public/government,588429694,1913554174,1,0,17773797,,56,8,17.67,0,0,0,0,0,0,,,,
369,US,HSI00000287,Covenant Health Systems,Tewksbury,MA,Massachusetts,339,166,82,73,3,15,2,system hospitals located in two states,399,11723,0,no children’s hospitals,0,nonteaching,0,2,church-operated,609338160,1897785286,1,1,17773634,5885,114,3,0,0,0,1,0,0,0,0,0,0,
370,US,HSI00000266,Confluence Health,Wenatchee,WA,Washington,368,97,122,33,2,0,1,system hospitals located in one state,187,9984,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,803412259,1883362468,1,0,18379550,,135,2,0,0,0,0,0,0,1,0,0,0,
371,US,HSI00001288,Brookdale University Hospital And Medical Center,Brooklyn,NY,New York,233,43,41,14,1,0,1,system hospitals located in one state,584,21788,0,no children’s hospitals,2,major teaching,0,1,nonprofit,627967105,1820459698,1,0,23070383,,67,1,449.49,1,1,1,1,1,,,,,
372,US,HSI00001407,The Brooklyn Hospital Center,Brooklyn,NY,New York,226,28,29,20,1,0,1,system hospitals located in one state,257,11028,0,no children’s hospitals,2,major teaching,0,1,nonprofit,403051940,1819817838,1,0,23722560,,91,1,249.72,1,1,1,1,0,,,,,
373,US,HSI00000624,Mary Washington Healthcare,Fredericksburg,VA,Virginia,321,103,66,66,3,0,1,system hospitals located in one state,501,24587,0,no children’s hospitals,0,nonteaching,3387,1,nonprofit,680040549,1815166542,1,1,17815270,0523,84,2,0,0,0,0,0,0,1,1,,,H2825
374,US,HSI00000105,Bellin Health Systems,Green Bay,WI,Wisconsin,293,218,74,74,3,0,1,system hospitals located in one state,185,7810,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,732759092,1805610551,1,0,17829260,,106,2,0,0,0,0,0,0,1,0,0,1,
